Close,High,Low,Open,Volume
496.1963806152344,498.9850342368502,491.37165350447594,498.0776241124587,9746670
489.7339172363281,498.8522514846727,487.343655344541,493.31926575244586,15628818
483.6919250488281,493.36354038015054,482.5189400816617,490.22081646225075,16288287
486.3034362792969,488.8707479276948,478.53516673110533,485.7501554591943,18516544
489.0035095214844,495.0676442760691,487.34360805334927,489.9994444928243,12060290
488.95928955078125,491.30525940351646,485.1304679541355,489.1584706528177,12304389
491.65936279296875,494.425855651597,486.32558772693704,492.21267318377784,12614237
490.2208251953125,491.7700707213868,488.2289549747655,490.33148136893067,8925160
486.037841796875,493.00938668171045,481.854920775515,490.26502528205026,14139060
485.4845886230469,487.1223294251018,480.88114438580243,484.6878346813324,8994060
500.0252380371094,501.0654355760193,489.1142147216286,489.1142147216286,22011407
502.791748046875,506.8197509366535,500.3350923620848,502.39332672848343,13961606
502.1498107910156,508.10325943136405,500.18004266737336,506.5761750054958,16379077
524.2374267578125,526.6940822128304,502.50396544977406,508.5016772065438,56181172
547.8522338867188,548.8481690848818,526.1408702049339,528.509001172476,48206814
546.7235107421875,551.9466598791307,539.8404893083788,545.7054738560403,36207430
542.8060913085938,550.7293089254705,540.9027462181267,545.9045229540942,19313542
552.1678466796875,554.713026959405,540.0617379573561,542.2306577517834,28775487
551.526123046875,559.8034417307528,546.8341828023837,553.4958917030967,18703992
544.2447509765625,555.9303984566689,541.0798955042951,553.5180050276912,18744303
535.8787841796875,545.1741968816506,531.7622569321205,544.8864613246026,20405845
529.2614135742188,542.2307307181926,527.2252808955305,537.8043656072043,17164298
543.182373046875,544.3110954962458,531.6074129717023,532.0500376390211,22279301
553.2744750976562,555.5098184046919,543.1381334083609,546.2144636186489,20187323
571.4004516601562,574.0784193450475,549.7776177383931,551.9686392293681,25528059
571.6881103515625,577.3760435684673,565.9559737679436,571.8873209788268,20479210
579.9653930664062,583.2409332619224,572.8832222565046,573.7684714469648,20586783
571.17919921875,584.812393978493,569.2758539932959,579.9655059785771,20150710
565.5576782226562,575.6498162527372,563.145285109626,568.7003724990501,14230054
554.735107421875,564.8051424496962,553.7391724892514,564.7608799881442,16457901
556.1295166015625,563.1895874760552,553.9605964529412,553.9605964529412,13998153
541.8765258789062,549.3128564552972,539.1321939259117,549.3128564552972,14496604
550.8399047851562,553.252297636153,537.3616008246254,544.3331455070256,20994460
540.061767578125,554.4032201240432,537.8043227333932,553.2965993868063,21106139
538.2911987304688,548.7374358904422,536.1222788619095,539.1321855608721,13658461
546.3694458007812,548.8703643454737,539.5749488802703,541.7217676158939,13776558
551.9244384765625,556.7492248237998,544.1561684297326,547.0997112247437,23142949
545.4840698242188,551.2162068932724,542.673314598179,550.9063696321634,19152470
545.4619140625,550.1981752407047,540.3051890023434,547.0996844102749,17176522
540.128173828125,546.5685699194651,533.8206242395728,535.369810658872,22160532
541.5667724609375,551.0392370096412,535.148536691583,543.5808035935923,24308835
544.9086303710938,548.8038457853164,542.916760195535,546.1037761145965,24688859
542.6954956054688,549.9105149789505,541.0135216564632,547.5423840655045,17329606
547.8300170898438,548.7816896146917,539.3977517583712,541.5224091283327,15577500
559.84765625,563.5215593191119,546.7013485588425,548.7817436696697,26332276
562.260009765625,566.4871638440499,556.9040741791548,559.4935170418076,17738092
560.8657836914062,564.1191639460266,558.6083385798502,560.4009981991971,13211934
577.2433471679688,580.7401413223661,561.2641230591577,562.1715332234376,21258869
589.30517578125,590.4781607218365,581.7360574304449,582.9090423710314,24561597
596.3653564453125,601.986809067563,587.866724702752,591.8062032431679,24577591
593.8200073242188,602.871946999757,591.4076144308954,597.4496475061777,22753310
585.0115966796875,601.4555465859182,580.3860210833575,595.3471487793354,34764353
597.5824584960938,601.0793114262324,588.2649436727448,589.1501929738362,22104063
609.3123779296875,610.8394625509037,594.5061398709255,601.9866738940681,21448030
608.8255004882812,614.3805883246756,603.7572998317772,609.8656981021215,21639437
593.9086303710938,611.2378899295851,591.6733460571144,607.5197242067311,25078643
586.2509155273438,591.7396385052343,582.8204858269424,588.9731457836614,17394088
605.1958618164062,607.1213086670006,588.7075906473199,588.8403780475189,20734876
597.2283325195312,609.9320140041797,595.0151502686878,609.9320140041797,22079870
601.9866333007812,606.324531952595,594.3733123933253,597.6709545235412,22930248
616.084716796875,622.7021032334529,603.1154596255492,606.4131020011401,22088854
615.1329956054688,621.0643428947214,610.8836809945728,618.8068982011463,17526740
608.7147827148438,621.0201023548342,607.2983247627387,616.48305202846,17169813
598.9104614257812,612.4772926682142,596.3431199622236,610.3968974724891,18320845
599.28662109375,603.7129859979176,594.4618939853823,602.4072136697757,14717266
588.3756103515625,600.8801417011313,585.9190138260517,600.2162046801037,19081843
590.6773071289062,593.4437406042086,584.7237990427792,588.2206517980837,20774977
589.3272094726562,596.675014637416,587.1582897123496,592.2264894127251,16651949
596.1439208984375,598.888252928807,588.264965445455,590.0133624275286,12558520
594.506103515625,600.6145007223635,591.65108599662,597.5602725712885,12948769
593.200439453125,597.0956551150056,590.9208335400103,595.3471988570321,9285737
594.7938842773438,601.9866828312216,593.1339531383726,595.3471355615848,17360317
613.4732055664062,615.1551793737904,604.1999524621015,608.6263175144761,39286534
595.5020751953125,605.0851649965012,593.7093566824035,601.9866741912256,23607922
603.6908569335938,607.7409611357401,595.7898000746608,596.67504937718,19807450
615.0445556640625,617.3905256072113,604.7532066374247,606.5459252679693,16101112
607.4754638671875,625.180984035765,603.1376235404474,614.8675328682084,30469914
616.5053100585938,617.8996666798782,606.7230665921358,608.626412133917,15069884
616.5053100585938,618.098818271899,604.9967709523409,618.098818271899,22348580
621.9276123046875,625.8449296649861,611.7690500980633,616.1511529555673,18992003
623.6095581054688,627.4384094458284,620.8652259081734,623.2111958810029,14240262
613.0083618164062,620.9315793269321,609.9983960458962,618.8069219399775,15832114
594.6832275390625,617.4790489756616,593.2225069761276,617.3905240382364,19417647
575.1849975585938,593.1339293378248,571.9758802189367,593.1339293378248,31958919
556.1516723632812,570.4709655524047,554.0712771743898,570.4709655524047,42670173
553.8056640625,565.5576740793575,551.083433698049,559.9361634824019,24557430
545.3512573242188,558.0770407016413,543.3372265765931,552.3670646760603,17603659
557.9221801757812,561.8616578495395,545.107812119542,547.3209945199728,28438234
556.350830078125,565.6905068440055,553.5622353372404,563.4773242204387,24419559
560.091064453125,562.9903444412419,556.881947222031,557.700832340462,14451308
560.99853515625,565.2256894999022,554.1818786920556,560.8214852839767,17276949
586.892822265625,592.1159710878152,576.9777333643875,581.4484201856392,26979100
593.0454711914062,605.0852175397996,588.729791746263,589.6814643939042,30343560
593.3109741210938,601.8538661321671,590.96500441242,595.6348421452735,24689918
590.4338989257812,616.1511018080408,586.4944211091025,607.2983718851489,38766006
591.73974609375,599.2424421525802,582.7320668471959,596.6751596055866,22269265
580.1425170898438,592.0273731116835,578.5269075629556,591.8503232509513,16076686
585.9411010742188,590.8322514138105,581.3376863176912,584.1927040808862,42594251
581.2048950195312,590.1683104518131,577.265417294087,584.7238497637976,15558515
588.5969848632812,594.0192849685542,582.6213743565515,582.6213743565515,23494381
588.7741088867188,593.9750973055054,584.3698449976683,592.2045392551104,25724066
602.0751953125,605.195787476983,584.8123035483708,590.9207004934486,18556942
598.290771484375,608.2943859623259,596.7194241290107,600.8580540401889,15442761
587.5346069335938,602.8277324367702,584.7681141139942,602.8277324367702,16764835
582.0238037109375,587.4903663054001,577.9072759524873,586.9149542153037,14722419
583.9049682617188,587.3796605611984,579.89912635872,584.6795909812258,11768468
588.3313598632812,590.6994905962937,583.3960059300211,585.1001405330676,11492074
589.6593017578125,592.4257947525115,586.4944465364875,590.7880242809626,10297599
587.4902954101562,590.7879375562793,579.2572408867777,588.7075426938709,15686169
583.19677734375,586.4944198237544,579.5892975904819,585.1222242324548,14942768
567.5938110351562,584.2812339912606,565.911778180256,584.2812339912606,14908257
567.0184326171875,570.0947629240811,561.7510214030443,566.0888616521408,16797371
565.4027099609375,576.3137327970071,558.8738485219341,569.6299231801156,14492763
573.9898681640625,575.428486953255,565.6904489489388,566.575698269597,10748848
566.3543090820312,573.6578513679913,564.6059123632908,573.6356905902745,23236832
558.7853393554688,565.0043637095691,556.4393695082755,563.1010185325224,11267228
573.5916137695312,574.543286515802,555.1778925804626,557.2361862809478,14966899
572.8390502929688,577.4646257823792,569.3864597139271,571.4447530500222,11593027
563.9862670898438,574.0562431959233,562.591910883796,572.3963713113941,24905533
554.6688232421875,567.8372915725133,552.699054776036,565.2921110232309,18942165
561.6403198242188,563.3222934590809,551.725232394284,556.8597964178464,13478857
565.9117431640625,567.0183638748772,559.1836712561826,563.8977714763255,10146746
567.7044067382812,569.4528627467002,564.3846627720479,567.859354913293,8806492
568.3462524414062,571.4447432351052,566.5756947157804,567.1954283317691,9351405
559.2058715820312,571.2235169653313,557.723049208124,568.8332252636018,10926753
554.2040405273438,561.3083734997786,552.4999059557646,556.8377460255429,14009219
566.6199340820312,568.1249169517715,551.3047078871608,552.8317924411703,17535754
566.0667724609375,570.7144501025082,561.5739839200136,566.5979221124492,12018196
567.2617797851562,570.913580866762,566.265844780248,569.6741727579423,8608376
566.7969970703125,575.4284132224296,565.712478148345,567.9035585793492,15692436
564.8494262695312,570.7807145325879,562.3042459909406,568.7888445920233,10659498
572.3300170898438,573.1710630706701,565.2699466652127,566.5536173225701,10070773
567.3947143554688,574.1006863406953,566.5758289972086,572.9055403866322,9482233
558.5418090820312,569.4085686468941,556.8376747286476,567.4609612021368,11942908
552.85400390625,563.4551309237335,550.065350230861,561.3526341456075,16336536
566.7969970703125,568.5674954847713,543.2486590131189,553.7391575958254,29092589
563.7207641601562,572.7283832232471,557.9000427899266,568.7889053842914,20316348
557.3246459960938,566.044588804399,554.8679903139908,563.6986188429327,15189179
545.1077880859375,561.7288456848177,543.1159181038291,559.4935026021844,21805071
537.2731323242188,549.9768149769168,535.5910994760233,545.1078253964605,20387504
536.0115966796875,540.9027468061763,533.4221538311792,538.6453019932452,17626045
522.7103881835938,540.0175454119949,520.5193664215706,537.3395773958161,20853117
516.2257080078125,524.5251264768442,514.5215145756243,520.4307600937482,21229950
522.4227905273438,525.9417459851501,509.1878966381572,514.9642974498554,22628222
527.3841552734375,533.5737464690229,517.4763743805444,523.5323811262336,23766807
509.1271667480469,519.6583423312425,502.29188726944534,519.6583423312425,30399133
502.425537109375,511.91033206904274,499.6202036889791,505.2976924922301,29067994
494.00946044921875,506.9898045620142,491.20409739999894,501.6240130506623,25349369
513.1348266601562,515.6506970351464,487.7307721921939,493.54184479656,31198568
517.4764404296875,523.4433916370499,513.1125622758229,517.365149765636,21970009
567.6388549804688,580.1293294107402,545.9307552314694,549.1146074833171,104827144
573.6502685546875,580.8640071757616,570.1324258187218,580.6636602266428,31688983
569.0860595703125,575.2311234055627,566.8595923358139,574.9639544714397,21977767
575.5873413085938,577.4575832737376,569.9766154131626,570.4441907669835,16317602
568.1732177734375,575.5873639681415,566.6814947931508,574.3405755757227,14969299
565.9466552734375,569.3754416760677,563.9651229009006,568.0395377444942,10677848
555.1705932617188,565.9689379340402,551.6750440617036,565.9467035825179,14031953
568.128662109375,571.7577958939527,546.1533935304763,551.7195912204171,21307915
564.0988159179688,576.2107721314826,560.6255006974678,576.2107721314826,19202504
567.6834106445312,572.2031077629373,561.605109128187,572.2031077629373,28401906
562.540283203125,570.422005132932,559.311902506049,567.1936244358561,11605488
552.9441528320312,561.1820993687841,550.0719976379863,559.4899700160746,18890222
555.9721069335938,558.5770931023615,543.7042736035451,554.6139685195744,24735240
537.2029418945312,553.5007204611325,534.3530213828047,553.1667296097228,18730619
534.8651733398438,536.6908871128855,528.1412437026385,534.5980044145409,32949395
533.7296142578125,540.2309023757294,531.3695629057722,537.3810413836705,22995486
544.3721313476562,547.2665798974994,532.2378839179241,535.68890459839,23186819
544.2385864257812,549.0477457084417,540.2086995227424,543.5483703495372,11747929
549.6712036132812,552.1648395776373,544.3721751701554,544.3721751701554,12127900
538.9617919921875,552.365120863349,536.8912034434586,549.9383071406563,11880005
545.752685546875,547.0440021410868,537.4256821215511,539.6966776511717,12947715
539.1400146484375,542.858204835973,528.1634972590346,529.454873228426,20547730
533.2175903320312,539.2513635093034,531.4586984555199,539.2513635093034,15640772
