Date,Close,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_macd,trend_macd_signal,trend_macd_diff,momentum_rsi,volatility_bbh,volatility_bbl,volatility_bbw,volatility_atr,volume_obv,return_1d,return_5d,return_10d,Target
2019-01-15,3703.062255859375,3753.9589621803975,3753.9589621803975,3745.8022995999945,-52.24631696666302,-34.010257784595595,-18.23605918206742,28.912258767482484,3909.3404546570487,3598.5774697037464,8.278273366440933,78.50423234485609,33471,0.013517470375761453,-0.022636201284422675,-0.045283401044163396,1
2019-01-16,3760.48046875,3754.5024210611978,3754.5024210611978,3748.0604794692263,-47.20531133323448,-36.64926849432337,-10.556042838911104,43.085664537050114,3903.3125444164575,3605.692297705938,7.927022367624366,78.42727665216646,235182,0.015505602910070415,0.01827226491835665,-0.0297296679288912,0
2019-01-17,3721.250244140625,3741.38134765625,3751.944561298077,3743.9358278802106,-45.84732983618824,-38.48888076269635,-7.35844907349189,37.573557648576354,3896.010797457377,3607.878325138777,7.6795503667813625,80.71859383406836,-811,-0.010432237299297875,0.007398798238897442,-0.013743508261142456,0
2019-01-18,3695.61279296875,3726.3737589518228,3747.9208635602677,3736.501514816909,-46.3060603255899,-40.05231667527506,-6.2537436503148385,34.4699669811647,3889.7463271392876,3606.0953999812477,7.568220821199274,81.10224306555034,-238719,-0.006889472486362069,0.013195640239286544,-0.02416623308038457,0
2019-01-21,3724.24951171875,3722.3023885091147,3746.3427734375,3734.616591263346,-43.853349551468,-40.81252325051365,-3.0408263009543504,40.392607018791274,3883.8671662211173,3608.8183806538827,7.341794443300776,80.48976092359108,41250,0.0077488417629909545,0.019316361260952597,-0.01965997885407378,0
2019-01-22,3734.84326171875,3717.944864908854,3745.624053955078,3734.6514636411007,-40.58687131474562,-40.767392863360044,0.18052154861442204,42.464291283846904,3878.8978029044156,3612.3503050057407,7.116237349480448,80.77054443658811,261741,0.002844532829141988,0.008582357968486054,-0.014248115298406083,0
2019-01-23,3725.3134765625,3711.809611002604,3744.429314108456,3733.214850244393,-38.32534705268699,-40.278983701225435,1.953636648538442,41.081095891634526,3874.076638741314,3614.7819894755976,6.924810899453561,77.07604583851891,90401,-0.002551589046300262,-0.009351728450590735,0.008749659208072247,0
2019-01-24,3667.314697265625,3701.68359375,3740.145168728299,3723.076365170736,-40.74342471660657,-40.37187190430166,-0.37155281230490544,33.853639978374375,3870.998875197497,3609.2914622591006,6.997252810574209,79.8652795636529,-718312,-0.015568831901468072,-0.014493931699413487,-0.007202371136848296,0
2019-01-25,3396.525390625,3676.977294921875,3722.0599172491775,3672.8377537021615,-63.77504364722972,-45.05250625288728,-18.722537394342446,17.963422212435518,3921.4865786345936,3522.6332558637614,10.71592966363659,102.83232679728565,-2311507,-0.0738385791768913,-0.08093039479482045,-0.06880268292966985,0
2019-01-28,3264.613525390625,3641.2017822265625,3699.18759765625,3610.0340262696172,-91.61586204579135,-54.365177411468096,-37.25068463432325,14.414076287965472,3977.6500042363923,3420.725191076108,15.055327648512437,109.80357303087844,-3572066,-0.038837296961911294,-0.12341707634835719,-0.10648468391992005,0
2019-01-29,3298.66748046875,3612.1339111328125,3680.115211123512,3562.1314807617914,-109.66785882423528,-65.42571369402154,-44.24214513021374,18.870694102481608,3986.1209453725496,3354.250685486825,17.21630161691822,112.35783868321087,-2817323,0.010431236289768941,-0.11678556519913363,-0.10920550275673846,0
