Date,Close,High,Low,Open,Volume
2019-01-01,501.6697082519531,508.7449880101573,500.5265487917157,507.81587212164993,634180
2019-01-02,502.59661865234375,508.27138713745273,496.75100445484804,500.0962557923107,563340
2019-01-03,510.4188537597656,523.710908036412,500.9798629321287,506.0397989206533,3385820
2019-01-04,494.2074890136719,510.0431607576431,485.29682419448915,507.31507718507265,4123260
2019-01-07,491.2425231933594,498.23580107090004,487.3211883399825,495.29139469133736,1719180
2019-01-08,501.23028564453125,511.91489729385347,486.865680789261,491.87552409017945,2686820
2019-01-09,512.4728393554688,514.574692051883,503.6441240220304,505.53193310417186,1969660
2019-01-10,519.9581298828125,521.3791017814583,507.3423967841466,515.5585598214121,1538300
2019-01-11,513.41796875,521.8436158807251,507.86156269012577,519.2088776841181,1145060
2019-01-14,511.39801025390625,518.5506807417588,509.635458371147,514.6475815104837,1036220
2019-01-15,513.857421875,516.4693656550373,510.0932006469505,514.4654169619179,989400
2019-01-16,503.5303649902344,514.2719652420396,500.0735877238726,512.8737320006642,2733580
2019-01-17,508.5308837890625,511.5937638764826,506.5406121661489,510.0930682727701,1454740
2019-01-18,512.2975463867188,515.8522830488481,509.2278826437323,510.0932304931832,1535240
2019-01-21,512.6095581054688,515.0552707856316,507.82059571414914,514.4654554637738,382160
2019-01-22,511.7578125,516.9247696519124,510.09316476664486,514.1921276978054,799160
2019-01-23,515.3717041015625,516.8337053564469,511.9149275861827,512.5980880767337,1024200
2019-01-24,520.7232666015625,521.9347537608737,514.923239163852,515.3718413339444,2092360
2019-01-25,517.63525390625,524.5305711220315,514.6475388531475,521.9345836510681,1198560
2019-01-28,517.4075317382812,520.1128204230029,508.0436525235199,517.6352518873281,2079260
2019-01-29,519.1610107421875,521.0237461559541,514.3697694958538,518.2911041306606,1412640
2019-01-30,519.0494384765625,521.0123574533525,513.7367090625072,520.1128738912972,785800
2019-01-31,523.6583862304688,525.5302389965517,517.9745007752053,520.112768298337,1907460
2019-02-01,526.3319091796875,529.3127305654574,520.5751367231015,523.6675943619045,1238120
2019-02-04,525.2936401367188,530.2305991523984,523.7565285854355,524.4396892748947,688680
2019-02-05,528.6500854492188,530.770173535675,524.2163804928335,525.3481430453061,734540
2019-02-06,529.1033935546875,530.7703211988053,522.3765290905687,530.7703211988053,557700
2019-02-07,533.580322265625,535.0969744849273,525.5782583403742,528.9940615791548,723360
2019-02-08,512.0379638671875,535.1879783206125,506.0397940604263,533.2273386223555,2293940
2019-02-11,493.8566589355469,514.6475189392767,490.3019786662209,514.6475189392767,2456820
2019-02-12,491.1377258300781,494.1527384713919,483.48174750015545,493.4695780034591,1951520
2019-02-14,484.0784912109375,490.9169354408928,469.55904913603393,480.07971118375303,2491260
2019-02-15,479.8268737792969,489.14972343369107,466.8718432338485,475.9351163777986,8296260
2019-02-18,471.35577392578125,481.853698132634,463.46757009744556,480.4441233371051,1744700
2019-02-19,478.9137268066406,488.64420469263183,471.38300562846337,471.38300562846337,1772020
2019-02-20,479.205322265625,484.5362323304079,473.62389773327175,479.64708612699064,1247580
2019-02-21,483.7664489746094,486.02091211520656,475.9351764425471,478.21237824370763,1405600
2019-02-22,486.65850830078125,487.7310613845219,481.0201547815128,484.5839531318105,1105660
2019-02-25,493.3170166015625,495.0636123835945,486.41024657376164,489.0973554970157,841720
2019-02-26,492.0759582519531,494.3805131706558,485.79547346229083,491.83005826147206,1449340
2019-02-27,487.945068359375,492.81597786953506,485.12591960929,492.0758873875375,1714260
2019-02-28,484.5770568847656,490.2108508790883,480.7217705124727,489.5982970504067,2237500
2019-03-01,476.01715087890625,486.18255463165355,473.9334780016101,484.5885134689268,2195640
2019-03-05,478.4833068847656,481.2478607448194,468.25869399809716,468.25869399809716,1633160
2019-03-06,470.048583984375,482.4479921742803,464.3214437361779,482.4479921742803,2908680
2019-03-07,464.7017822265625,471.4992245153641,462.9597171681572,470.9253651739718,1561040
2019-03-08,459.77386474609375,465.4600307595683,457.0343844102024,465.4577513340225,1969960
2019-03-11,468.775634765625,470.4243265313316,456.8817872339924,459.96512715394147,2282720
2019-03-12,474.9742126464844,478.75661377381556,467.2840975755682,469.0534878551114,1660860
2019-03-13,488.3822937011719,489.82378009094384,478.23056686971694,479.48758658865955,2675200
2019-03-14,489.1111145019531,490.5092920142743,480.03416321545507,489.9627857935054,1116080
2019-03-15,468.6435546875,490.1471549425813,465.91775090269346,487.3803770936617,3669040
2019-03-18,476.23583984375,478.0029508775131,467.7919567602847,472.5194304911005,1225240
2019-03-19,487.6399841308594,489.82612015506703,474.10658904178075,476.23579501948035,1656420
2019-03-20,479.5855407714844,489.59611106023897,476.55001295983266,488.68295090810744,1192600
2019-03-22,482.7963562011719,484.99844813622383,479.4534395417575,482.447993251715,1713120
2019-03-25,479.5012512207031,480.48501795899097,469.2402222265187,478.8978149857568,2195700
2019-03-26,486.9521789550781,491.4314720305062,478.93872036298876,481.18178603863595,3013700
2019-03-27,496.0656433105469,503.21609068664986,481.7079297019215,486.9090232985408,2792100
2019-03-28,504.3136291503906,506.905057791329,491.92106068715424,498.2016002630044,1836560
2019-04-01,497.119873046875,506.49509283825904,494.6582051432571,500.0733964079054,1628620
2019-04-02,491.2743835449219,500.0597894179308,487.3211371478022,500.0597894179308,1192180
2019-04-03,501.1551513671875,504.03578920604343,490.96467401915544,498.5705052651994,1493840
2019-04-04,499.2470397949219,503.6716284074705,494.1529114366809,503.6716284074705,803540
2019-04-05,500.107666015625,505.1289072538463,496.4300072370081,498.0263279703479,520260
2019-04-08,494.18023681640625,503.26169261989116,492.0806074369562,500.9389574654124,740980
2019-04-09,491.42242431640625,495.9290155413776,489.14294310723955,495.9290155413776,1514600
2019-04-10,492.41986083984375,494.1528360310976,488.68755120863386,491.53405372033376,961780
2019-04-11,490.24053955078125,496.38442513437735,486.8657111499032,491.6478345989902,1878040
2019-04-12,499.7911071777344,500.9843586080438,490.24965458617834,490.41360643205184,994740
2019-04-15,499.62261962890625,505.03781202751304,496.0223503420364,500.98438181910035,1694700
2019-04-16,508.0801086425781,510.9562432664054,500.7566480740261,500.98436824140856,1787100
2019-04-18,498.9097595214844,511.9126019221173,497.56851234164463,509.473728086461,1127980
2019-04-22,495.5146179199219,506.67746705754206,494.2234621203537,499.39042034031,637660
2019-04-23,496.8945617675781,500.0279937394981,495.15474841917654,498.25176517593695,502380
2019-04-24,493.3967590332031,502.3302175184906,487.54892019985755,496.7715877701958,1527160
2019-04-25,493.9911804199219,500.52901871629587,490.96476995101636,495.97461454235327,1804980
2019-04-26,499.6750793457031,503.22525749484504,492.8798881485147,494.198397082305,1028240
2019-04-30,497.80572509765625,500.9850963825502,495.49590687199725,497.5637770436224,1484760
2019-05-02,483.399169921875,497.79201430026825,474.87899878360054,497.79201430026825,884980
2019-05-03,478.6517333984375,486.15173253192563,473.8267590311163,486.15173253192563,2308960
2019-05-06,474.13641357421875,480.2254963795679,471.4395365454122,475.783344752396,1802720
2019-05-07,479.310546875,484.4732694851096,475.82910031386933,475.85199685210364,1452620
2019-05-08,471.133056640625,482.00517151059887,470.0968485926066,479.7978333642246,927820
2019-05-09,474.0541076660156,476.1951575863931,466.6337297969987,470.9798282607943,931040
2019-05-10,468.0588073730469,477.4143342177392,465.30932365904675,474.4978732866765,1225460
2019-05-13,471.2108154296875,477.3044778124862,468.1090604688161,469.4700642164557,960840
2019-05-14,466.5719299316406,474.1547051330986,462.9761122794726,471.66601890018285,1085500
2019-05-15,469.7696838378906,480.76990578442224,467.13686140852457,475.8290566675333,2543800
2019-05-16,470.3187561035156,475.82911535243466,469.15214952100064,472.7045196177149,786440
2019-05-17,478.7867736816406,482.4718323201518,469.23456021535077,471.20628745480576,1314080
2019-05-20,492.6256103515625,495.54665018110273,483.1191352025775,488.5929156669993,991100
2019-05-21,485.3539733886719,497.95762480875993,480.0814588154106,496.3678789860763,943640
2019-05-22,489.5329895019531,493.35983809482417,484.9329640306958,487.2226733257999,629940
2019-05-23,493.94769287109375,502.7291286489397,488.5928632892264,496.2786160610732,1125140
2019-05-24,487.6802062988281,496.3655328502246,484.5807412036405,494.6774437906161,989300
2019-05-27,504.89080810546875,507.0295682647299,489.50790773392373,491.7953278635215,1688000
2019-05-28,508.0451354980469,510.78088085525724,500.9449749543275,505.0623309128562,2668900
2019-05-29,512.6565551757812,516.7716214894219,502.6582513701034,508.950945974136,2573080
2019-05-30,517.894775390625,519.0155888327423,511.00961897415004,511.24980923895055,1868420
2019-05-31,526.019775390625,527.9366068019896,517.1148079278182,519.2444096362723,1403440
2019-06-03,534.636474609375,535.2563565828315,526.0426208031326,526.0426208031326,1286040
2019-06-04,528.5015258789062,535.1648094268364,522.8127413370806,530.6814438561723,1922880
2019-06-06,530.832275390625,534.5242017495124,527.4789384964772,528.5014083150353,1653160
2019-06-07,526.2826538085938,531.9623346541231,523.864835608649,531.1388412443439,874520
2019-06-10,535.18310546875,536.5830334152799,520.433824714082,531.0062740141141,966820
2019-06-11,531.7313232421875,540.6408119235374,526.0196428764938,537.7723786462268,1445720
2019-06-12,535.0504150390625,535.9424864684665,526.3353228185837,534.0668133058653,867480
2019-06-13,531.310546875,533.4973340710402,529.3113437790543,531.59647441072,1383120
2019-06-14,525.6033935546875,536.3382402800072,523.8649319676972,531.3905774865286,811280
2019-06-17,525.23046875,532.0378324952928,522.7051482863124,528.8057350349569,915720
2019-06-18,524.1669311523438,528.483264137398,516.9569780353132,526.3376907422319,1110580
2019-06-19,531.2166748046875,532.9917148195594,523.8191389994329,525.1412743573719,1390200
