Date,Close,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_macd,trend_macd_signal,trend_macd_diff,momentum_rsi,volatility_bbh,volatility_bbl,volatility_bbw,volatility_atr,volume_obv,return_1d,return_5d,return_10d,Target
2019-01-15,1581.3748779296875,1574.7563587535512,1574.7563587535512,1575.7123212187794,-5.540773324623842,-4.35048462819796,-1.190288696425882,49.8985542580725,1592.5778276193512,1556.9348898877513,2.2633937963464983,24.326542140536016,704757,0.014711989646895018,0.010729492517107309,-0.006246141468641442,0
2019-01-16,1566.090087890625,1574.0341695149739,1574.0341695149739,1574.2319776298325,-5.897931235587066,-4.6599739496757815,-1.2379572859112846,40.78718007232398,1591.7566470748802,1556.3116919550675,2.2518542358413196,24.367754460740677,-1349276,-0.009665507054894662,-0.006974563602140549,-0.00675207391652799,1
2019-01-17,1547.49169921875,1570.3822733561199,1571.992441030649,1570.118088643512,-7.594175062894919,-5.24681417231961,-2.3473608905753096,32.91214300471292,1594.1288631191571,1549.8560189421407,2.8163522305482394,25.17792848348127,-3290480,-0.011875682513849073,-0.019426825346068877,-0.020632909426800294,1
2019-01-18,1540.9537353515625,1567.400390625,1569.775390625,1565.631265060135,-9.358144694061139,-6.069080276667916,-3.289064417393223,30.670330620095015,1596.4327708391077,1543.1180104108923,3.3963305034988642,26.331170308447952,-6524536,-0.004224878149904243,-0.014298554754033632,-0.021103343968974286,1
2019-01-21,1543.4273681640625,1564.3448689778645,1568.0188557942708,1562.2152809222778,-10.436199825241829,-6.942504186382699,-3.49369563885913,32.54252351928008,1596.9329482660828,1539.104763322459,3.687977649626629,25.637383227518278,-4896469,0.001605260921046181,-0.0096375770964654,-0.021317104615812377,1
2019-01-22,1546.343017578125,1562.025614420573,1566.6641159057617,1559.7733942539467,-10.929311443988126,-7.739865637903785,-3.1894458060843416,34.778200194532346,1596.5621494018426,1536.7660824096808,3.8167764478087145,24.28848989876057,-3119997,0.0018890745843975765,-0.022152786692441806,-0.011660982334384173,1
2019-01-23,1561.3629150390625,1560.7187398274739,1566.3522805606617,1560.0179359131953,-9.992933439637909,-8.19047919825061,-1.8024542413872986,44.90766370413439,1595.4647167816247,1537.2398443396987,3.717227163041823,24.921052442392032,-798215,0.009713173138300002,-0.003018455252423946,-0.009971966446426284,0
2019-01-24,1554.559814453125,1559.8830871582031,1565.6971435546875,1559.1782249193384,-9.68812184833132,-8.490007728266754,-1.1981141200645666,41.74520494625368,1594.5005223399664,1536.8937647694086,3.679303996159188,24.845392934883442,-2149085,-0.004357155226635601,0.004567465685239691,-0.014948091018970433,0
2019-01-25,1552.1744384765625,1557.8068237304688,1564.9854222347863,1558.1007193127575,-9.529189803718964,-8.697844143357196,-0.8313456603617677,40.66390029064028,1593.6636552701307,1536.3071891994418,3.664984047505329,24.90098421208629,-3280875,-0.0015344382084143682,0.007281661264437744,-0.007121010721885868,1
2019-01-28,1539.981689453125,1554.6261189778645,1563.7352355957032,1555.3131762574294,-10.268716587687777,-9.012018632223313,-1.256697955464464,35.589417011165665,1593.7369765718736,1533.7334946195328,3.8371893519098506,25.18515215037496,-4570649,-0.007855269820964517,-0.002232485170349241,-0.011848546518868686,1
2019-01-29,1552.0859375,1553.6910502115886,1563.1805071149554,1554.8166779870558,-9.76551446212693,-9.162717798204037,-0.6027966639228932,43.171212229133516,1589.3370875320736,1534.2105320968328,3.529740035901236,26.001938681178558,-3250827,0.007859994784206403,0.0037138719265985554,-0.01852118737843622,1
2019-01-30,1531.45556640625,1551.4417622884114,1561.7384643554688,1551.222660820778,-10.905707477076476,-9.511315733978526,-1.39439174309795,35.500971906647976,1589.1458070664871,1529.8737363905443,3.8006860713830193,26.286451441063708,-4510805,-0.013292028872434747,-0.019154642616873163,-0.02211528043768185,1
2019-01-31,1557.8731689453125,1549.4832865397136,1561.570408033288,1552.2458159168602,-9.56735242895411,-9.522523072973643,-0.044829355980466445,48.19401391730995,1586.4906296186182,1530.3068679399757,3.605223741526456,27.32887382165478,-2630548,0.017249996094274245,0.0021313779382321485,0.0067085786190670404,1
2019-02-01,1589.72412109375,1551.4527893066406,1562.7434794108074,1558.0117090209972,-5.868937306145654,-8.791805919608045,2.9228686134623914,58.737452749119235,1589.7248903526386,1528.6276120887676,3.9185613695717194,30.873426186157605,-288297,0.020445150981065252,0.024191664085154052,0.03164948085288288,1
2019-02-04,1592.6397705078125,1555.2151285807292,1563.9393310546875,1563.339103095892,-2.671848726115286,-7.567814480909494,4.895965754794208,59.54902813025314,1592.9845563783401,1526.9273820982226,4.2345537683587935,30.286459906243067,828093,0.0018340599953006187,0.03419396569149291,0.031885142999821925,1
2019-02-05,1609.2940673828125,1560.91015625,1565.6837439903845,1570.409097601572,1.1919890713570567,-5.815853770456184,7.007842841813241,63.91494878913495,1601.6052475401757,1522.7773330262307,5.045983485137379,30.11600049966099,2106801,0.010457039428124926,0.036858867476732504,0.04070962851649895,0
2019-02-06,1616.80419921875,1567.0248921712239,1566.6641188401443,1577.5468055426763,4.804727331829099,-3.6917375499991274,8.496464881828226,65.71213573509348,1609.8914553226107,1518.4625852047332,5.845174103277993,28.55779266485349,2966590,0.004666724365765651,0.05573040098889792,0.03550826245818728,1
2019-02-07,1624.84423828125,1573.5666605631511,1568.514423076923,1584.823333656303,8.221836180981427,-1.3090228038030165,9.530858984784443,67.57402664732652,1619.0955513384065,1513.927898368625,6.713492870895414,27.173082456748073,3894024,0.00497279699445663,0.04298878154585406,0.04521178482466448,0
2019-02-08,1605.6275634765625,1577.2553812662761,1569.4964975210337,1588.0239843978813,9.27240795950479,0.8072633488585448,8.465144610646245,59.28734649520744,1623.8645616475965,1513.3909681375599,7.042690176888587,27.636459333622508,2671259,-0.011826779670286891,0.010003900784917752,0.034437575877401594,1
2019-02-11,1594.5836181640625,1580.5906982421875,1570.2814800555889,1589.0331588234476,9.108838553538817,2.4675783897945993,6.641260163744217,55.104977942308004,1626.577777180897,1514.2914122722277,7.150018554463913,26.77680119472426,1873806,-0.006878273370312105,0.0012205193492249578,0.035456219437471015,0
2019-02-12,1585.48291015625,1583.3664042154949,1570.6059992863582,1588.4869667208018,8.150899051904844,3.6042425222166483,4.546656529688196,51.85847609616445,1626.9715201673978,1514.3084725083834,7.1730662609955145,26.131225111673892,883771,-0.005707262951999192,-0.01479602622613685,0.021517476480744202,0
2019-02-14,1577.134033203125,1586.4624328613281,1571.0885526216948,1586.740361564236,6.641481633544572,4.211690344482233,2.429791289062339,49.00606438479524,1627.5510000073011,1514.83338719973,7.1740181288104745,25.417678566800994,-457887,-0.005265825887900699,-0.02453615968760714,0.029826831283172872,0
2019-02-15,1566.310791015625,1587.6478373209636,1570.6739830603967,1583.5973507106037,4.519810699546724,4.273314415495132,0.24649628405159252,45.51124171066015,1627.4973641503052,1516.7689322364135,7.043196820901391,26.63088627333612,-1635105,-0.006862601376699917,-0.03602403595777359,0.005416116175891883,0
2019-02-18,1547.84521484375,1589.0136413574219,1569.5084087665264,1578.097022115703,1.3329876725947543,3.6852490669150564,-2.352261394320302,40.23881371662615,1627.142803050362,1517.8126412855754,6.952731998902574,27.51072557916491,-3148535,-0.011789215957518584,-0.03598739206226631,-0.026343505577047455,0
2019-02-19,1535.519775390625,1587.150858561198,1568.439678485577,1571.546676465691,-2.1622276772334317,2.515753718085359,-4.67798139531879,37.1455102148889,1627.688449389001,1516.4762356695928,7.074197751021159,27.335126435240067,-4746916,-0.007962966409641448,-0.03704029196125891,-0.035864981005073626,1
2019-02-20,1531.5882568359375,1582.3062032063801,1567.4066490760217,1565.3992272918829,-5.189628902375944,0.9746771939930985,-6.164306096369042,36.1898430503482,1628.6622607238153,1514.0269482605597,7.295364246361627,26.71764863259508,-6177151,-0.002560382886431678,-0.03399257915369214,-0.04828565028717691,0
2019-02-21,1550.3189697265625,1578.7794698079426,1566.2121910682092,1563.079187666449,-6.00819545612876,-0.42189733603127333,-5.586298120097487,43.63068007515414,1628.693898288522,1512.8909161646031,7.372265207748488,26.210522189054767,-4951733,0.012229600747475144,-0.01700239986711949,-0.04112138595651449,0
2019-02-22,1562.5557861328125,1574.8846130371094,1566.0762563852163,1562.9986643535817,-5.6048967697540775,-1.4584972227758342,-4.146399546978243,47.904634525376835,1628.7492408570631,1513.6351707640308,7.326542842264624,25.44929155770118,-3591570,0.007893095966185815,-0.002397356197985312,-0.03833502970987901,0
2019-02-25,1563.9693603515625,1570.481709798177,1566.7100125826323,1563.1480021994248,-5.112284792668561,-2.1892547367543798,-2.923030055914181,48.39142693785151,1628.7865121250063,1514.7773916835874,7.253494691378203,24.388686400304923,-2100824,0.0009046552009823738,0.010417156284868057,-0.02594512206479571,0
2019-02-26,1565.82470703125,1565.5634155273438,1567.6665884164663,1563.5598029427824,-4.52007071887806,-2.6554179331791157,-1.864652785698944,49.06418530383659,1628.2799691860037,1517.8682363804028,7.018851344018186,24.0614413306617,89691,0.0011863062836925398,0.01973594357188646,-0.01803537350140616,0
2019-02-27,1534.238525390625,1559.6143290201824,1567.3131713867188,1559.0488371655274,-6.524269957537854,-3.429188338050863,-3.0950816194869906,39.5998953965783,1629.260994453852,1515.1024699016168,7.261153225213124,26.11266884700334,-1402049,-0.02017223351936459,0.001730405376809685,-0.0323209947186216,0
2019-02-28,1530.8375244140625,1554.3021545410156,1566.716806265024,1554.7086352037636,-8.291465792708777,-4.401643828982446,-3.889821963726331,38.73352271175823,1629.3188539171438,1514.9828062391061,7.2725876862817245,26.06804289991495,-3297185,-0.002216735481659571,-0.012566088458516367,-0.029354834664898632,0
2019-03-01,1532.6041259765625,1549.8955891927083,1565.6106989933894,1551.3079414765018,-9.44060581479198,-5.409436226144353,-4.031169588647626,39.474265307964124,1630.3332839612024,1511.4414718981727,7.568449128397746,25.0471590457408,-2536070,0.0011540098373119534,-0.01916837812899963,-0.02151978089687201,0
