Date,Close,High,Low,Open,Volume
2019-01-01,1283.8720703125,1291.5009803940936,1271.7498460026022,1285.4165006741143,664707
2019-01-02,1294.8712158203125,1298.194209975381,1274.5583413674378,1279.613163843892,1233780
2019-01-03,1299.5513916015625,1304.7465329886784,1289.9097850918945,1293.4669114832045,1636293
2019-01-04,1297.2576904296875,1311.813681903666,1293.0922082480317,1299.2702717010297,1202397
2019-01-07,1306.7587890625,1315.5579040485159,1295.2918870811134,1297.398052751164,1074373
2019-01-08,1311.67333984375,1322.3913385553726,1306.2909157908675,1311.4393214066681,1232440
2019-01-09,1312.3753662109375,1323.608250943128,1307.8354314850396,1312.8434030747787,973687
2019-01-10,1307.08642578125,1310.5031174766034,1299.8787043418502,1301.142380923199,1004783
2019-01-11,1313.9197998046875,1316.3067190487066,1303.3889712571847,1310.269089721526,473391
2019-01-14,1299.831787109375,1320.425406452008,1296.883132395593,1314.2473435025777,1360800
2019-01-15,1316.072998046875,1324.0296258586077,1299.8321394257039,1299.8321394257039,1355920
2019-01-16,1300.908447265625,1322.62531177769,1298.9894504404301,1319.8639400212494,1189597
2019-01-17,1300.767822265625,1309.0988999704225,1295.3386640685844,1301.1422745505092,853829
2019-01-18,1310.9248046875,1314.9499686467257,1294.5903588812398,1302.07895097889,1092189
2019-01-21,1331.190673828125,1333.718141924854,1306.010262998714,1306.010262998714,2513582
2019-01-22,1317.009033203125,1340.504577817223,1287.335538413432,1332.8755532273958,5483768
2019-01-23,1307.27392578125,1338.0706627337306,1301.1425966156487,1337.649475225728,2702265
2019-01-24,1312.235107421875,1323.1403906580965,1307.2271351638003,1310.5033936479201,1562800
2019-01-25,1284.4337158203125,1323.3275145070766,1266.7887471549461,1318.3663918178725,1613548
2019-01-28,1291.3138427734375,1302.0786917708238,1279.4724860229476,1287.1015105570689,1590764
2019-01-29,1304.231689453125,1310.5033382939455,1285.4165143970179,1288.973640593402,1061762
2019-01-30,1301.51708984375,1326.2294620703503,1284.386892866936,1304.8869328140077,1313152
2019-01-31,1322.2978515625,1324.544451577551,1302.1255293582858,1310.5033443170116,1256050
2019-02-01,1364.0467529296875,1375.7009407891403,1318.1791348037032,1322.1107134888832,2077539
2019-02-04,1353.8905029296875,1359.92824832548,1342.330012772082,1351.690752052222,735159
2019-02-05,1357.6346435546875,1373.1267110003444,1350.8481083518343,1352.5798220674733,786962
2019-02-06,1375.4669189453125,1381.8321524768362,1359.4600791859293,1364.6552204211996,1088914
2019-02-07,1378.3216552734375,1382.393667226979,1363.859362510166,1373.2669487750406,697412
2019-02-08,1356.1837158203125,1385.3891715682682,1352.6265898082079,1374.1562863933902,1018518
2019-02-11,1345.23193359375,1364.1406971091371,1335.7776089694796,1355.3415785835093,728051
2019-02-12,1359.272705078125,1363.7659049023862,1343.499884831395,1346.5421245984755,947583
2019-02-14,1309.7542724609375,1332.173306086857,1307.2269191832036,1327.0249007481477,915441
2019-02-15,1304.5123291015625,1315.1367430985792,1284.3867438783773,1311.252128527089,1113223
2019-02-18,1291.8287353515625,1312.094642366283,1259.0193018892792,1312.094642366283,1460282
2019-02-19,1289.7691650390625,1307.648150415003,1283.3570828468373,1284.3400059693095,697530
2019-02-20,1307.6014404296875,1309.3800034028836,1288.0374762581591,1291.7817712472818,843469
2019-02-21,1308.44384765625,1317.8513196667711,1301.4232949916188,1309.5670903758678,677142
2019-02-22,1308.44384765625,1317.757735151271,1295.7131540776059,1309.5670903758678,801380
2019-02-25,1308.8651123046875,1315.9325147772995,1302.4061806189254,1310.456391962466,711217
2019-02-26,1312.3753662109375,1317.0557348493503,1290.4712181298032,1307.601413053119,1147218
2019-02-27,1315.8388671875,1339.381145614094,1305.8229234455769,1314.2475874678064,1462017
2019-02-28,1315.370849609375,1324.5444184972148,1311.8605728819089,1324.3572494451448,1230935
2019-03-01,1303.3421630859375,1327.3056263962894,1299.36384995329,1318.927812682495,783876
2019-03-05,1314.107177734375,1319.630035992852,1294.3091940643776,1304.4188367838549,1214257
2019-03-06,1304.6060791015625,1319.8641285640338,1297.9132424871998,1317.991980863943,720335
2019-03-07,1306.2442626953125,1315.6518509864736,1303.0148534850027,1309.192918299022,746742
2019-03-08,1293.9815673828125,1305.4953205875725,1291.7818168524059,1304.6528313319136,524331
2019-03-11,1329.0372314453125,1332.0326210072012,1296.4618271925326,1300.39329027586,1342007
2019-03-12,1336.8070068359375,1352.9542803196855,1330.3480745890733,1331.096979355919,1333909
2019-03-13,1336.9945068359375,1347.38490512556,1326.41682519084,1347.38490512556,708227
2019-03-14,1343.031982421875,1354.4520379073695,1329.2248928656995,1345.6997700929226,1113700
2019-03-15,1340.972900390625,1363.8598647687136,1337.3221888120677,1342.3301620304292,1667627
